Time = 10.0

Bins,X
147.0,0.000152333333333
148.0,0.000143666666667
149.0,0.000144333333333
150.0,0.000118666666667
151.0,0.000112666666667
152.0,0.000104
153.0,9e-05
154.0,8.66666666667e-05
155.0,7.96666666667e-05
156.0,7.8e-05
157.0,6.4e-05
158.0,7e-05
159.0,6.2e-05
160.0,5.3e-05
161.0,4.8e-05
162.0,4.63333333333e-05
163.0,4.83333333333e-05
164.0,3.93333333333e-05
165.0,4.26666666667e-05
166.0,3.6e-05
167.0,3.1e-05
168.0,3.13333333333e-05
169.0,3.7e-05
170.0,3.6e-05
171.0,2.3e-05
172.0,2.56666666667e-05
173.0,2.83333333333e-05
174.0,2.2e-05
175.0,2.06666666667e-05
176.0,2.1e-05
177.0,2.4e-05
178.0,1.93333333333e-05
179.0,1.5e-05
180.0,2.06666666667e-05
181.0,1.5e-05
182.0,1.83333333333e-05
183.0,1.16666666667e-05
184.0,1.3e-05
185.0,1.26666666667e-05
186.0,1.4e-05
187.0,1.4e-05
188.0,1.1e-05
189.0,1.4e-05
190.0,9.33333333333e-06
191.0,1.53333333333e-05
192.0,1.33333333333e-05
193.0,1.1e-05
194.0,1.03333333333e-05
195.0,1.3e-05
196.0,8e-06
197.0,9.33333333333e-06
198.0,9.66666666667e-06
199.0,9e-06
200.0,9e-06
201.0,1.23333333333e-05
202.0,6e-06
203.0,1e-05
204.0,8e-06
205.0,7.33333333333e-06
206.0,7.66666666667e-06
207.0,8.33333333333e-06
208.0,8.66666666667e-06
209.0,5.33333333333e-06
210.0,5e-06
211.0,7e-06
212.0,8.33333333333e-06
213.0,6.66666666667e-06
214.0,5.66666666667e-06
215.0,6.66666666667e-06
216.0,4.66666666667e-06
217.0,5.66666666667e-06
218.0,4.33333333333e-06
219.0,5.33333333333e-06
220.0,6.66666666667e-06
221.0,8e-06
222.0,7e-06
223.0,8.33333333333e-06
224.0,5.33333333333e-06
225.0,2.66666666667e-06
226.0,6.66666666667e-06
227.0,2.66666666667e-06
228.0,3.33333333333e-06
229.0,5.66666666667e-06
230.0,3.33333333333e-06
231.0,2.33333333333e-06
232.0,2e-06
233.0,3e-06
234.0,6.33333333333e-06
235.0,5.33333333333e-06
236.0,3e-06
237.0,2.66666666667e-06
238.0,5e-06
239.0,2.33333333333e-06
240.0,3.33333333333e-06
241.0,3.66666666667e-06
242.0,5e-06
243.0,5.66666666667e-06
244.0,2.66666666667e-06
245.0,6e-06
246.0,3e-06
247.0,2.66666666667e-06
248.0,5e-06
249.0,3.33333333333e-06
250.0,3.66666666667e-06
251.0,3.66666666667e-06
252.0,1.66666666667e-06
253.0,3e-06
254.0,1e-06
255.0,3.33333333333e-06
256.0,2.66666666667e-06
257.0,4.33333333333e-06
258.0,3.66666666667e-06
259.0,4.66666666667e-06
260.0,3.66666666667e-06
261.0,3.33333333333e-06
262.0,5e-06
263.0,5e-06
264.0,3e-06
265.0,3e-06
266.0,4.66666666667e-06
267.0,4e-06
268.0,5.33333333333e-06
269.0,3e-06
270.0,3.66666666667e-06
271.0,5.33333333333e-06
272.0,2e-06
273.0,3.33333333333e-06
274.0,4.33333333333e-06
275.0,4.66666666667e-06
276.0,4.66666666667e-06
277.0,2.66666666667e-06
278.0,4.33333333333e-06
279.0,3e-06
280.0,2.33333333333e-06
281.0,5e-06
282.0,3.66666666667e-06
283.0,2.66666666667e-06
284.0,3.33333333333e-06
285.0,3.33333333333e-06
286.0,3.66666666667e-06
287.0,3.66666666667e-06
288.0,2e-06
289.0,5e-06
290.0,2.33333333333e-06
291.0,3.33333333333e-06
292.0,3.66666666667e-06
293.0,4.33333333333e-06
294.0,2.66666666667e-06
295.0,3.33333333333e-06
296.0,3.33333333333e-06
297.0,4e-06
298.0,4.33333333333e-06
299.0,4e-06
300.0,2.66666666667e-06
301.0,2.66666666667e-06
302.0,4e-06
303.0,3e-06
304.0,2e-06
305.0,5e-06
306.0,4.33333333333e-06
307.0,3.66666666667e-06
308.0,2e-06
309.0,6.66666666667e-06
310.0,3.33333333333e-06
311.0,2.33333333333e-06
312.0,2e-06
313.0,2e-06
314.0,4.66666666667e-06
315.0,3e-06
316.0,6e-06
317.0,5e-06
318.0,3.33333333333e-06
319.0,4.66666666667e-06
320.0,4.66666666667e-06
321.0,3.33333333333e-06
322.0,4.33333333333e-06
323.0,7e-06
324.0,4e-06
325.0,2.66666666667e-06
326.0,4e-06
327.0,2.66666666667e-06
328.0,6.33333333333e-06
329.0,5.33333333333e-06
330.0,5e-06
331.0,4e-06
332.0,3e-06
333.0,2e-06
334.0,4.66666666667e-06
335.0,5e-06
336.0,1.33333333333e-06
337.0,2.66666666667e-06
338.0,4.33333333333e-06
339.0,4.66666666667e-06
340.0,4e-06
341.0,4.33333333333e-06
342.0,4.66666666667e-06
343.0,4e-06
344.0,5e-06
345.0,4.66666666667e-06
346.0,5.66666666667e-06
347.0,8.33333333333e-06
348.0,3e-06
349.0,5.33333333333e-06
350.0,4e-06
351.0,4.33333333333e-06
352.0,7.66666666667e-06
353.0,3.33333333333e-06
354.0,7e-06
355.0,7.33333333333e-06
356.0,4.33333333333e-06
357.0,6.66666666667e-06
358.0,4.33333333333e-06
359.0,5.66666666667e-06
360.0,6.33333333333e-06
361.0,7.66666666667e-06
362.0,9.66666666667e-06
363.0,6e-06
364.0,8e-06
365.0,8e-06
366.0,8.33333333333e-06
367.0,9e-06
368.0,6.66666666667e-06
369.0,1e-05
370.0,1.06666666667e-05
371.0,1.13333333333e-05
372.0,6.33333333333e-06
373.0,9e-06
374.0,1.1e-05
375.0,1.2e-05
376.0,1.13333333333e-05
377.0,1.26666666667e-05
378.0,1.36666666667e-05
379.0,1.23333333333e-05
380.0,1.66666666667e-05
381.0,1.4e-05
382.0,1.5e-05
383.0,2.13333333333e-05
384.0,1.93333333333e-05
385.0,1.7e-05
386.0,1.5e-05
387.0,1.93333333333e-05
388.0,1.86666666667e-05
389.0,1.63333333333e-05
390.0,1.73333333333e-05
391.0,2.33333333333e-05
392.0,2.13333333333e-05
393.0,2.43333333333e-05
394.0,2.8e-05
395.0,3e-05
396.0,2.76666666667e-05
397.0,2.6e-05
398.0,2.7e-05
399.0,3.53333333333e-05
400.0,3e-05
401.0,3.43333333333e-05
402.0,4.4e-05
403.0,3.6e-05
404.0,4.13333333333e-05
405.0,3.96666666667e-05
406.0,4.16666666667e-05
407.0,4.4e-05
408.0,5.03333333333e-05
409.0,5.13333333333e-05
410.0,4.46666666667e-05
411.0,5.5e-05
412.0,4.86666666667e-05
413.0,5.23333333333e-05
414.0,6.33333333333e-05
415.0,6.43333333333e-05
416.0,7.16666666667e-05
417.0,7.06666666667e-05
418.0,6.66666666667e-05
419.0,7.76666666667e-05
420.0,8.46666666667e-05
421.0,8.43333333333e-05
422.0,8.3e-05
423.0,9e-05
424.0,9.6e-05
425.0,0.000102666666667
426.0,0.000106666666667
427.0,0.000101666666667
428.0,0.000108333333333
429.0,0.000126333333333
430.0,0.000120666666667
431.0,0.000134666666667
432.0,0.000143666666667
433.0,0.000149333333333
434.0,0.000162333333333
435.0,0.00016
436.0,0.000166
437.0,0.000174666666667
438.0,0.000172
439.0,0.000187333333333
440.0,0.000190666666667
441.0,0.000199333333333
442.0,0.000205333333333
443.0,0.000222333333333
444.0,0.00023
445.0,0.00024
446.0,0.000247666666667
447.0,0.000268
448.0,0.000285
449.0,0.00029
450.0,0.000297
451.0,0.000306666666667
452.0,0.000336333333333
453.0,0.000346333333333
454.0,0.000338666666667
455.0,0.000366333333333
456.0,0.000391333333333
457.0,0.000387
458.0,0.000411
459.0,0.000457333333333
460.0,0.000436666666667
461.0,0.000480333333333
462.0,0.000492
463.0,0.000503666666667
464.0,0.000544333333333
465.0,0.000570666666667
466.0,0.000575333333333
467.0,0.000590333333333
468.0,0.000598
469.0,0.000619
470.0,0.000666666666667
471.0,0.000684666666667
472.0,0.000707
473.0,0.000729666666667
474.0,0.000754666666667
475.0,0.000804333333333
476.0,0.000840333333333
477.0,0.000839333333333
478.0,0.000904
479.0,0.000892
480.0,0.000953333333333
481.0,0.000993
482.0,0.000996333333333
483.0,0.00103066666667
484.0,0.00107466666667
485.0,0.00111266666667
486.0,0.00110066666667
487.0,0.00118266666667
488.0,0.00124033333333
489.0,0.00129366666667
490.0,0.001321
491.0,0.00136233333333
492.0,0.00136033333333
493.0,0.00139233333333
494.0,0.001456
495.0,0.00150833333333
496.0,0.00158233333333
497.0,0.00160933333333
498.0,0.00166466666667
499.0,0.001679
500.0,0.00178133333333
501.0,0.00181833333333
502.0,0.00183566666667
503.0,0.00188533333333
504.0,0.00192066666667
505.0,0.001982
506.0,0.002023
507.0,0.002049
508.0,0.00218766666667
509.0,0.00215933333333
510.0,0.002247
511.0,0.00228833333333
512.0,0.00239566666667
513.0,0.00241033333333
514.0,0.00251433333333
515.0,0.00251366666667
516.0,0.002609
517.0,0.00261466666667
518.0,0.00263733333333
519.0,0.00273866666667
520.0,0.00273966666667
521.0,0.00283033333333
522.0,0.002869
523.0,0.00298166666667
524.0,0.002983
525.0,0.00307633333333
526.0,0.00308466666667
527.0,0.00318866666667
528.0,0.003201
529.0,0.003236
530.0,0.00333133333333
531.0,0.00336866666667
532.0,0.003402
533.0,0.00346733333333
534.0,0.003475
535.0,0.003585
536.0,0.00359166666667
537.0,0.003658
538.0,0.003642
539.0,0.00376233333333
540.0,0.00370766666667
541.0,0.003849
542.0,0.00388233333333
543.0,0.00391233333333
544.0,0.0039
545.0,0.00395766666667
546.0,0.00394966666667
547.0,0.00403166666667
548.0,0.00408833333333
549.0,0.004082
550.0,0.004114
551.0,0.00416233333333
552.0,0.00407266666667
553.0,0.00418966666667
554.0,0.00414966666667
555.0,0.004253
556.0,0.004187
557.0,0.00424266666667
558.0,0.00424433333333
559.0,0.004255
560.0,0.00423133333333
561.0,0.00427033333333
562.0,0.004282
563.0,0.00433066666667
564.0,0.004262
565.0,0.00423133333333
566.0,0.00426533333333
567.0,0.004176
568.0,0.00418333333333
569.0,0.00424133333333
570.0,0.00430633333333
571.0,0.004166
572.0,0.004144
573.0,0.00417833333333
574.0,0.00407533333333
575.0,0.004074
576.0,0.00407866666667
577.0,0.004016
578.0,0.00400066666667
579.0,0.00398633333333
580.0,0.003984
581.0,0.00389233333333
582.0,0.00394466666667
583.0,0.003823
584.0,0.00376966666667
585.0,0.003733
586.0,0.00373766666667
587.0,0.00371233333333
588.0,0.00361033333333
589.0,0.00357833333333
590.0,0.00352566666667
591.0,0.00346433333333
592.0,0.00339866666667
593.0,0.00337633333333
594.0,0.003372
595.0,0.00330033333333
596.0,0.00316233333333
597.0,0.00313233333333
598.0,0.003186
599.0,0.003072
600.0,0.003011
601.0,0.00289566666667
602.0,0.00282266666667
603.0,0.00283766666667
604.0,0.002717
605.0,0.002703
606.0,0.00260433333333
607.0,0.00254766666667
608.0,0.002451
609.0,0.00240833333333
610.0,0.00237133333333
611.0,0.002374
612.0,0.00224733333333
613.0,0.002193
614.0,0.002101
615.0,0.00204533333333
616.0,0.00202266666667
617.0,0.00197566666667
618.0,0.00191666666667
619.0,0.00187366666667
620.0,0.00179766666667
621.0,0.00173766666667
622.0,0.001633
623.0,0.001674
624.0,0.00156966666667
625.0,0.00150533333333
626.0,0.001502
627.0,0.00143566666667
628.0,0.001352
629.0,0.001295
630.0,0.00124766666667
631.0,0.00123766666667
632.0,0.00119766666667
633.0,0.00113
634.0,0.00110666666667
635.0,0.00105866666667
636.0,0.00102066666667
637.0,0.00095
638.0,0.000941666666667
639.0,0.000867
640.0,0.000818
641.0,0.000820666666667
642.0,0.000788333333333
643.0,0.000753666666667
644.0,0.000714666666667
645.0,0.000691333333333
646.0,0.000636666666667
647.0,0.000629
648.0,0.000584666666667
649.0,0.000548
650.0,0.000535666666667
651.0,0.000514666666667
652.0,0.000490333333333
653.0,0.000470666666667
654.0,0.00044
655.0,0.000428666666667
656.0,0.000405333333333
657.0,0.000377666666667
658.0,0.000354
659.0,0.00036
660.0,0.000322333333333
661.0,0.000300333333333
662.0,0.000294
663.0,0.000263
664.0,0.000265
665.0,0.000243666666667
666.0,0.000214666666667
667.0,0.000212333333333
668.0,0.000203
669.0,0.000195333333333
670.0,0.000183
671.0,0.000170333333333
672.0,0.000150333333333
673.0,0.000147666666667
674.0,0.000158
675.0,0.000126333333333
676.0,0.000126333333333
677.0,0.000111
678.0,0.000103333333333
679.0,0.000107333333333
680.0,8.96666666667e-05
681.0,8.73333333333e-05
682.0,7.83333333333e-05
683.0,7.53333333333e-05
684.0,7.5e-05
685.0,7.23333333333e-05
686.0,6.56666666667e-05
687.0,5.7e-05
688.0,5.16666666667e-05
689.0,5.16666666667e-05
690.0,5e-05
691.0,4.73333333333e-05
692.0,4.66666666667e-05
693.0,4.13333333333e-05
694.0,4.2e-05
695.0,3.33333333333e-05
696.0,3.26666666667e-05
697.0,3.16666666667e-05
698.0,2.56666666667e-05
699.0,2.13333333333e-05
700.0,2e-05
701.0,2.33333333333e-05
702.0,1.86666666667e-05
703.0,1.63333333333e-05
704.0,1.9e-05
705.0,1.7e-05
706.0,1.36666666667e-05
707.0,1.43333333333e-05
708.0,1.1e-05
709.0,1.06666666667e-05
710.0,6e-06
711.0,8.66666666667e-06
712.0,8.33333333333e-06
713.0,6e-06
714.0,7.33333333333e-06
715.0,6e-06
716.0,4.66666666667e-06
717.0,5e-06
718.0,5.33333333333e-06
719.0,4e-06
720.0,3.66666666667e-06
721.0,4.33333333333e-06
722.0,4e-06
723.0,3.66666666667e-06
724.0,1.66666666667e-06
725.0,2.33333333333e-06
726.0,2.33333333333e-06
727.0,2.33333333333e-06
728.0,3.33333333333e-07
729.0,2.66666666667e-06
730.0,1.33333333333e-06
731.0,1e-06
732.0,6.66666666667e-07
733.0,6.66666666667e-07
734.0,1.33333333333e-06
735.0,6.66666666667e-07
736.0,6.66666666667e-07
737.0,3.33333333333e-07
738.0,1e-06
739.0,3.33333333333e-07
740.0,3.33333333333e-07
741.0,3.33333333333e-07
742.0,1e-06
743.0,0.0
744.0,1e-06
745.0,3.33333333333e-07
746.0,6.66666666667e-07
747.0,3.33333333333e-07
748.0,3.33333333333e-07
749.0,0.0
750.0,0.0
751.0,6.66666666667e-07
752.0,3.33333333333e-07
753.0,3.33333333333e-07
754.0,3.33333333333e-07
755.0,3.33333333333e-07
756.0,0.0
757.0,0.0
758.0,3.33333333333e-07
759.0,0.0
760.0,0.0
761.0,0.0
762.0,0.0
763.0,0.0
764.0,3.33333333333e-07
765.0,0.0
766.0,0.0
767.0,0.0
768.0,0.0
769.0,0.0
770.0,0.0
771.0,0.0
772.0,0.0
773.0,0.0
774.0,0.0
775.0,0.0
776.0,0.0
777.0,0.0
778.0,0.0
779.0,0.0
780.0,0.0
781.0,0.0
782.0,0.0
783.0,0.0
784.0,0.0
785.0,0.0
786.0,0.0
787.0,0.0
788.0,0.0
789.0,0.0
790.0,0.0
791.0,0.0
792.0,0.0
793.0,0.0
794.0,0.0
795.0,0.0
796.0,0.0
797.0,0.0
798.0,0.0
799.0,0.0
800.0,0.0
801.0,0.0
802.0,0.0
803.0,0.0
804.0,0.0
805.0,0.0
806.0,0.0
807.0,0.0
808.0,0.0
809.0,0.0
810.0,0.0
811.0,0.0
812.0,0.0
813.0,0.0
814.0,0.0
815.0,0.0
816.0,0.0
817.0,0.0
818.0,0.0
819.0,0.0
820.0,0.0
821.0,0.0
822.0,0.0
823.0,0.0
824.0,0.0
825.0,0.0
826.0,0.0
827.0,0.0
828.0,0.0
829.0,0.0
830.0,0.0
831.0,0.0
832.0,0.0
833.0,0.0
834.0,0.0
835.0,0.0
836.0,0.0
837.0,0.0
838.0,0.0
839.0,0.0
840.0,0.0
841.0,0.0
842.0,0.0
843.0,0.0
844.0,0.0
845.0,0.0
846.0,0.0
847.0,0.0
848.0,0.0
849.0,0.0
850.0,0.0
851.0,0.0
852.0,0.0
853.0,0.0
854.0,0.0
855.0,0.0
856.0,0.0
857.0,0.0
858.0,0.0
859.0,0.0
860.0,0.0
861.0,0.0
862.0,0.0
863.0,0.0
864.0,0.0
865.0,0.0
866.0,0.0
867.0,0.0
868.0,0.0
869.0,0.0
870.0,0.0
871.0,0.0
872.0,0.0
873.0,0.0
874.0,0.0
875.0,0.0
876.0,0.0
877.0,0.0
878.0,0.0
879.0,0.0
880.0,0.0
881.0,0.0
882.0,0.0
883.0,0.0
884.0,0.0
885.0,0.0
886.0,0.0
887.0,0.0
888.0,0.0
889.0,0.0
890.0,0.0
891.0,0.0
892.0,0.0
893.0,0.0
894.0,0.0
895.0,0.0
896.0,0.0
897.0,0.0
898.0,0.0
899.0,0.0
900.0,0.0
901.0,0.0
902.0,0.0
903.0,0.0
904.0,0.0
905.0,0.0
906.0,0.0
907.0,0.0
908.0,0.0
909.0,0.0
910.0,0.0
911.0,0.0
912.0,0.0
913.0,0.0
914.0,0.0
915.0,0.0
916.0,0.0
917.0,0.0
918.0,0.0
919.0,0.0
920.0,0.0
921.0,0.0
922.0,0.0
923.0,0.0
924.0,0.0
925.0,0.0
926.0,0.0
927.0,0.0
928.0,0.0
929.0,0.0
930.0,0.0
931.0,0.0
932.0,0.0
933.0,0.0
934.0,0.0
935.0,0.0
936.0,0.0
937.0,0.0
938.0,0.0
939.0,0.0
940.0,0.0
941.0,0.0
942.0,0.0
943.0,0.0
944.0,0.0
945.0,0.0
946.0,0.0
947.0,0.0
948.0,0.0
949.0,0.0
950.0,0.0
951.0,0.0
952.0,0.0
953.0,0.0
954.0,0.0
955.0,0.0
956.0,0.0
957.0,0.0
958.0,0.0
959.0,0.0
960.0,0.0
961.0,0.0
962.0,0.0
963.0,0.0
964.0,0.0
965.0,0.0
966.0,0.0
967.0,0.0
968.0,0.0
969.0,0.0
970.0,0.0
971.0,0.0
972.0,0.0
973.0,0.0
974.0,0.0
975.0,0.0
976.0,0.0
977.0,0.0
978.0,0.0
979.0,0.0
980.0,0.0
981.0,0.0
982.0,0.0
983.0,0.0
984.0,0.0
985.0,0.0
986.0,0.0
987.0,0.0
988.0,0.0
989.0,0.0
990.0,0.0
991.0,0.0
992.0,0.0
993.0,0.0
994.0,0.0
995.0,0.0
996.0,0.0
997.0,0.0
998.0,0.0
999.0,0.0
1000.0,0.0
1001.0,0.0
1002.0,0.0
1003.0,0.0
1004.0,0.0
1005.0,0.0
1006.0,0.0
1007.0,0.0
1008.0,0.0
1009.0,0.0
1010.0,0.0
1011.0,0.0
1012.0,0.0
1013.0,0.0
1014.0,0.0
1015.0,0.0
1016.0,0.0
1017.0,0.0
1018.0,0.0
1019.0,0.0
1020.0,0.0
1021.0,0.0
1022.0,0.0
1023.0,0.0
1024.0,0.0
1025.0,0.0
1026.0,0.0
1027.0,0.0
1028.0,0.0
1029.0,0.0
1030.0,0.0
1031.0,0.0
1032.0,0.0

